lemmas,scores,num_palabras_positivas,num_palabras_negativas,proporcion_palabras_positivas,proporcion_palabras_negativas,sentimiento_lexico_total,num_palabras_alegria,num_palabras_tristeza,num_palabras_enojo,num_palabras_miedo,proporcion_alegria,proporcion_tristeza,proporcion_enojo,proporcion_miedo,cluster,sentiment_label
corporación eléctrico ecuador celec ep sumo listo proyecto hidroeléctrico diez buscar expandir portafolio potenciar generación energío eléctrico renovable entidad construcción proyecto necesitar inversión us millón aproximadamentepar potencial zona realizaran dicho proyecto realizar estudio mostrar bruto superior megavatio mw encontrar emplazamiento característica facilitar desarrollo central hidroeléctrica potencia mwcinco proyecto situar vertiente amazónico vertiente pacífico diez potencia mwse prever desarrollar proyecto latitud país permitir anhelado complementariedad producción energío eléctrico garantizar seguridad sistema eléctrico ecuatoriano xavier vera grunauer ministro energía mina ecuadorel gobierno buscar incentivar desarrollo alianzar público privado realización proyecto,0.282,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
regulador mercado chino proponer norma aumentarir supervisión publicidad línea incluir principio anuncio afectar normal internet engañar usuariosla autoridad chino reforzado año regulación serie sector énfasis tecnologíael gigante búsqueda baidu editor juegos tencent advertir reciente resultado trimestral perspectiva corto plazo venta publicidad parecer débil afectado pandemia medida regulatoria chinalo publicidad internet cumplir requisito establecimiento civilización espiritual socialista promoción excelente cultura tradicional nación chino administración estatal regulación mercadola norma propuesta exigir operador plataforma establecer sistema registro revisión anunciant anuncio supervisen inspeccionir contenido anuncio mostrado publicado servicio informaciónel proyecto pedir prohír anuncio dirigido menor promover tratamiento médico cosmético juegos línea propicio salud físico mental menoresla norma propuesta abierto comentario público diciembre regulador sitio webla acción tencent cotiza hong kong gigante reparto meituan caer respectivamente publicación proyecto normasar septiembre regulador ciberespacio chino publicar proyecto norma dictar empresa utilizar recomendación algorítmica norma anterior relativo dato competencia deslealant gigante chino transporte didi chuxing objeto investigación supuesto violación privacidad día abrir él bolsa unidos gigante comercio electrónico alibar group holding recibir multa récord us millón comportamiento anticompetitivo,0.2912727272727272,0,1,0.0,0.0059171597633136,-1,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
registrado hurto persona cajero automático corrido año dato policía nacional cifrir preocupante mecanismo usado hora operación bancariaspor aseguradora banco ofrecer póliza proteger retiro dinero cajero operación blindar monto el entidad lanzar póliza tipo bancolombio presentar seguro retiro protegido mayo servicio permitir usuario cajero bancolombio proteger dinero mano seguro mundial recibir reembolso caso víctima robo violencia retirar válido hora realizar retiro ofrecer ayuda económico caso perder extraviar documento consecuencio robo caso muerte seguro entregar familiar víctimo retirado entidadeste seguro cubrir monto pólizar costo millón opción costar ricardo rodríguez gerente seguro persona seguro mundial pólizar funcionar respaldo usuario entidad financiero riesgo muerte accidental consecuencia hurto calificado producto robustece amparo adicional correspondiente pérdida dinero retirado cajero electrónico auxilio pérdida documentosbbva retirar seguro pólizar cubrir hurto retiro cajero automático hora posterior operación información bbva seguro proteger máximo permitido retiro client comprar producto mensualmentear caso daviviendar seguro disponible centroamérico año funcionalidad venido implementar colombia terminar año disponible cajero automático red nivel nacional comunicar entidadsegún banco transacción retirar cliente elegir costo seguro cubrir hurto violencia inicialmente aplicar retiro millón coberturo dar hora posterior eventobanco bogotá ofrecer alternativa retiro seguro producto diseñado cliente cuenta ahorro corriente mes antigüedad cubrir retiro tarjeto débito realizado cajero electrónico avalla póliza blinda usuario caso hurto calificado acto violento fuerza intimidación dinero retirado cajero electrónico ocurrir máximo hora siguiente transacción asegurar millón operación siniestros añoel banco popular seguro protegido brindo protección tarjetahabient cuenta ahorro corriente transacción tarjeto débito póliza cubrir eventos año entidad producto permitir cliente acceder reposición bolso billetera protección documento llave blinda fraude internet cubrir frente indebido tarjeta chequera frente utilización forzadael producto cliente activo protegido seguro banco impulsado cliente periodo comprendido agosto agosto servicio subido frente periodo tarjeta protegido opción bancoomevo protege hurto dinero cajero clonación tarjeta paseo millonario fraude tarjeta crédito débito incluir fraude internet cobertura acuerdo entidad primo mensual asegurado en caso chubb seguro pólizar atado nómín opción llamar seguro nómina protegido indemniza monto asegurado contratado pólizar restricciones red cajero electrónico condición importante tarjeta retiro asociado ahorro consignar nómina aseguradoel seguro funcionar respaldo usuario entidad financiero riesgo muerte accidental consecuencia hurto calificado amparo principalsu objetivo ofrecer protección asegurado hurtir calificado dinero retirado cajero automático pasear millonario pérdida manipulación cajero electrónicossu objetivo ofrecer protección asegurado hurtir calificado dinero retirado cajero automático pasear millonario pérdida manipulación cajero electrónico protección documento cédular ciudadanir libreta militar pasaporte ivonne orocer vasconcello vicepresidente multiline chubb seguro colombiacuánta persona usado producto añodesde lanzamiento mayo millón persona adquirir seguro retiro protegido bancolombio caso bancoomeir póliza asegurado vigente agosto entidad registrado asegurado siniestro banco bogotá proteger millón transacción corrido blindado transacción seguro mundial usuario contar póliza producto retiro protegido agosto acuerdo entidad aumentado año,0.2506949152542373,0,5,0.0,0.0114155251141552,-5,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
lucir pachecocoautordar respuesta normativo adecuado reto planteado criptoactivo venido foco preocupación autoridad financiero mundo entero mes empezado concretar avance importante ámbito junio año anuncio facebook participar creación red blockchain moneda libro poner relieve implicación estabilidad financiero criptoactivo dado importancia sistémico potencial redeste movimiento espoleado autoridad mundo analizar riesgo asociado activo enfatizado necesidad coordinar respuesta regulatorio supervisor globalel hito respuesta coordinado venir g octubre advertir riesgo asociado llamado stablecoin global ámbito financieroa medido seguido esfuerzo conjunto organismo internacional coordinado consejo estabilidad financiero fsb sigla inglés determinar respuesta regulatorio adecuado stablecoin globaleseste grado coordinación global resultar imprescindible alcance internacional criptoactivo intercambiar arquitectura fragmentación rol responsabilidad proveedor servicio independiente tecnología blockchain permitir interacción sofisticado ecosistema describir esquema distribución función regulación podido preverpor fundamental garantizar correcto asignación responsabilidad rol respuesta regulatorio supervisor armonizado globalmente evite arbitraje regulatorio vacío aplicación marcos normativo disparesar añadir problemática quedar tradicionalmente ámbito competencia autoridad financiero protección dato justo competencia exigir igualmente estrategia coordinado globalmente evitar arbitraje garantizar igualdad condición mercadolo dinámica competitivo mercado digital acceso dato usuario efecto red contribuir ecosistema stablecoin convertir método pago dominante segmento mercado pago internacionalesir caso concentración mercado único infraestructura único sistema gestión reserva número reducido proveedor servicio afectar estabilidad financieracomplementariamente esfuerzo coordinación global autoridad jurisdicción paso retoen europa previsto comisión publicar próximamente marco normativo criptoactivo hojo ruta desarrollar impulsar innovación financiero región llamado estrategia finanza digitaleslar comisión partir aportación recabado proceso consulta público llevado cabo principio año adoptado estrategia holístico abordo tratamiento criptoactivo considerar él instrumento financiero actualidad recogido perímetro normativo debate global stablecoins ocupar destacado agendael principio actividad riesgo norma regir respuesta regulatorio criptoactivo utilizar marco regulatorio existente actividad criptoactivo conducir riesgo similar operación tradicional principio clave evitar asimetría servicio activo equivalente sujeto normativo distinto virtud detalle técnicosen práctico exigir aclarar aplico marco normativo regular funcionamiento mercado valor tokens clasificado valor evaluar alcance norma dinero electrónico incluir determinado stablecoin tarea menor reto ver intensificado objetivo ofrecer respuesta coherente distinto jurisdicción partir marco normativo diferentés evidente autoridad normativo responsable elaboración política delante garantizar respuesta regulatorio impulse innovación mercado criptoactivo mitigar riesgosafortunadamente organismo global autoridad europeo parecer avanzar dirección adecuado búsqueda solución integral coordinado,0.3141,6,2,0.0171919770773638,0.0057306590257879,4,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
empresa transformar realidad denominar edición año premio nacional exportación reconocer compromiso calidad innovación hecho inspirar paísse recibir postulación sentir empresa periodista recibir máximo galardón comercio exterior colombiaalguno criterio escoger merecedor galardón desarrollo tecnológico innovación estrategia comercial logístico responsabilidad social empresarial estrategia internacionalizaciónlo galardón entregado asociación nacional comercio exterior analdex alianza procolombia xxxiv congreso nacional exportadores empresa ganar premio nacional exportadores fueronel ganador categoría labor exportación ganar grupar hado barranquilla compañía dedico manufactura comercialización jabón base jabonir barra producto líquido aseo cuidado personal reconocido estrategia expansión mercado desarrollo regional apoyo reactivación económico país diversificación innovación continuo producto fórmula material modelo sostenibilidad tecnologir desarrollo orientado futuroen categoría premiado mediano empresa bién ci hermeco sa marca offcorss reconocer amplio experiencia mercado infantil dedicado diseño producción comercialización propuesta completa vestuario accesorio bebé niño niñas pequeño empresa bién dorigenn mosquero compañía dedico distribución producto alimenticio terminado panelar pulverizado sólido café tostado molido producto chocolaterir barra chocolatinar gragea chocolateir categoría empresa exportador servicio ganar mambo estudio cali ampliación mercado exportación materio animación reino unido portugal holanda especial sector educativo enfoque permitir jalonar proyecto creación compañía mcgrawh hill ganador premio telly new york destacar sinergia pequeño productor generación joven política equidad inclusión géneropalermo sociedad portuario sa sitio magdalena ganar categoría logístico supply chain palermo sociedad portuario terminal marítima fluvial zona franco parque industrial terminal líquido destacado terminal marítimo fluvial multipropósito desarrollo infraestructura alto estándar hse destacar protocolo ventana exportación inclusión solución tecnológico iot mejorar eficiencia operatividad logístico marítimo aduanera fortalecer él hub logístico integral servicio país región,0.3738108108108108,4,0,0.0160642570281124,0.0,4,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
banco w cerrar alianza moneygram permitir pago giro depósito bancario ofrecer beneficiario remesa opción desplazar él oficina recibir depósito giro ahorro banco w banco colombia cuentaluego mes fuerte desarrollo tecnológico banco w moneygram dar inicio servicio ahorra desplazamiento usuario remesa anteriormente poder retirar efectivo ventanilla giro enviado moneygramen banco venido implementar mejora proceso tecnologir mejorar calidad servicio ofrecer cliente red pago remesa grande país punto habilitado juan ricardo hoyo gerente remesa banco wel vocero banco w proyectar crecimiento importante número operación remesa consecuente aumento participación mercado obtener alcance client servicio afectar servicio sed bancocon proyección inicial esperar incrementar volumen actual moneygram cabo año continuar senda crecimiento permitir llegar duplicar volumen actual cabo año hoyosen moneygram continuar enfocado estrategia transformación digital liderar industria remesa nivel global brindar conveniente experiencia enviar recibir dinero emocionado fortalecimiento alianza banco w permitir consumidor mundo enviar dinero directo bancario colombia daniel porturas busso head of south americo moneygramdesdir año banco w incursionar mercado remesa colombia venido consolidar estrategia ampliación punto pagar remesa oficina nivel nacional red corresponsal bancario alianza dejar resultado crecimiento volumen remesa recibido frente aumentar participación mercado nacional,0.303375,6,0,0.0327868852459016,0.0,6,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
consumption tracker indicador consumo construir bbva transacción realizado cliente tarjeta débito crédito categoriza sector económico pertenecer dato edición cerrar noviembre el gasto entretenimiento aerolíneas liderar recuperación consumo servicio noviembre gasto categoría mantener debajo nivel prepandemia comparado frente corrido mes registrar nivel alto alcanzado mes debajo observado periodo gasto entretenimiento por región consumo desacelerar corrido noviembre barranquilla bucaramanguir repuntado forma importante octubre dinámico gasto mantener cartagena crecer frente,0.4061666666666667,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
entrevista publicado miércoles financial tim presidente autoridad bancario europea josé manuel campa reconocer principal preocupación hora supervisar universo cripto contratar retener personal especializado requerido demandar talento criptográficoen palabra josé manuel campa diario británico autoridad bancario europa preocupado planificar logística cumplir poder saber criptomoneda supervisar acercar año según señalado campa preocupación asegurarno riesgo identificado gestionar adecuadamente debeer vivir consecuenciasla ue finalizar recientemente legislación mercado criptoactivo mico aplicar nación miembro quedar periodo transición medida convertir leysegún reconocer campa entrevista financial tim año criptomoneda haber él mover transformado uso anticipar,0.2538181818181818,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
semana departamento administrativo nacional estadístico dane anunciar economía colombiano crecer superar expectativa crecimiento gobierno nacional cuál día anterior apostar alza proyección ocde estimar pib subir en pib per cápita cifra dane colombio representado incremento año periodo prepandemiir aumento pib per cápita mensual año registrar millón millón adicionalmente pib per cápita anual aumento registrar millón millonescolombio convertir tercer país alianza pacífico registrar índice crecimiento antecedido perú lograr proyección realizado ocde economía chile registrar crecimiento ubicar méxico marcar pib per cápita país integración regional mostrar variación dejar colombia detrás méxico chilesegún instituto nacional estadístico geografía méxico pib per cápita anual país establecer us equivalente millón moneda colombiano asimismo cálculo fondo monetario internacional fmi chile pib per cápita us causa incremento proyectado ocde equivaler millón cambio alto pib per cápita registrar dane colombiajuan camilo pardo analista corficolombianar frente país región uruguay chile brasil méxico argentino encontrar rezagado término pib per cápita década colombio venido avanzar indicador poder alcanzar economía mencionado anteriormente explicación productividad factor agrupar capital trabajo colombia bajo latinoaméricapardo causar serie factor afectar comportamiento pib per cápita estudio sugerir rezago término educación cantidad calidad reaperturo economío calidad institución rezago infraestructura físico rezago investigación desarrollo adicionalmente sistema tributario regresivo mercado laboral inflexiblear indicador analista puntualizar medido dispersión alto asumir habitante recibir monto ingreso recibir recibir menos cifra movido tablero comenzar año,0.2676666666666666,4,0,0.018348623853211,0.0,4,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
consecuencia acelerado transformación digital servicio financiero app bbva convertido principal canal transacción mes junio banco alcanzar millón transacción banco digital además entidad millón activo móvil canal financiero digital crecido exponencial año ventaja representar medio frente canal tradicional permitir número transacción operación onlinar crezcar sostenido sistema financiero peruano asimismo constante innovación mejor actualización banco móvil banco internet permitir cliente digitalicir así ejemplo bbva perú logrado cierre trimestre alcanzar millón activo móvil comparación periodo tendencia observar local cliente digital grupo bbva crecido año sumar millón decir cliente mundo transacción monetario banco alcanzado millón cerrar trimestre representar incremento comparación año anterior incluso mes junio romper récord histórico alcanzar millón transacción monetario mes así app bbva consolida principal canal transaccional cliente apostar digitalización entidad permitir eficiente y todo brindarl canal cómodo sencillo accesibl poder relacionar él banco cuándo convenir tarjeta crédito bbva recientemente lanzar mercado generación tarjeta crédito smart tarjeta integrar funcionalidad tarjeto app bbva permitir usuario control finanza beneficio ofrecer diferencia tradicional tarjeta combinar mundo físico digital garantizar seguridad venta digital observar crecimiento importante periodo representado venta total entidad producto atribuir incremento penetración digital primero cuenta abierto canal digital gracias mejora proceso contratación incluso llevar generar pico histórico mil cuenta abierto web mes asimismo préstamo tarjeta contratado canal digital responder lanzamiento tarjeta personalizado acorde necesidad client principio tarjeta cero cuota fijar portafolio tarjeta smart gama tarjeta crédito ofrecer serie beneficio seguridad funcionalidad cara corto mediano plazo bbva continuar apostar desarrollo producto servicio innovación priorizar simplicidad utilidad experiencia cliente objetivo seguir poner disposición mejor herramienta sistema financiero además recientemente bancir puesto centro estrategia digital transformación prioridad mejorar salud financiero client preocupar desarrollar solución ayudir afrontar plan futuro apoyarlos transición economía sostenible,0.3392,5,0,0.0181159420289855,0.0,5,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
inflación perú tema atención mayoría economistas tratar reciente seminario onlinar futuro commodities post guerra rusiaucranio organizado cámara comercio americano evento contar participación representante bbva research perú colombia argentinahugo vega economista senior perú destacar participación conflicto militar ucrania rusia severo sanción asociado representar significativo choque oferta efecto negativo crecimiento inflación canal materia primo volatilidad financiero confianza cadena suministroel elevado precio internacional petróleo insumos alimentario trigo maíz impacto fuerte inflación doméstico alcanzar interanual marzo punto porcentual límite superior rango meta inflación banco central reserva mayor precio alimento sostuvolo precio fuerte reacción conflicto europa temor faltar suministro insumos clave particular aceite girasol trigo maíz fertilizantesasí economista bbva research mantener él precio alto inflación demorar reducir él abril acercar audiobbva podcastreproducirbbva podcastfrente escenario hugo vega anticipa banco central continuar ajustar política monetario moderar impacto inflación expectativasel bcrp empezado elevar tasa rápidamente fed parecido resultado endurezar condición crediticio motivar costo alto crédito día enfer demando consumo inversión precisóen materia primo energético vegar precio presentado fuerte volatilidad mediados esperar mantener elevado corto plazo producto sanción tendencia mantener mediano plazo dificultad alcanzar rápido transición energético rol energía fósil cumplir respaldo matriz energético globalar precio cobre mantener elevado mediano plazo conjunción escaso expansión global producción fortaleza demanda generado incremento inversión verde reconversión vehículo eléctricospor hugo vega recalcar impacto local regional global economía nivel mundial ralentizar previsto expandir él prever pib global crecer año siguiente revisión bajo crecimiento significativo europa moderado resto geografía finalizar,0.2490263157894736,2,3,0.0086206896551724,0.0129310344827586,-1,0,0,0,1,0.0,0.0,0.0,0.0043103448275862,0,Positiva
tipo cliente inversionista preferir operar independiente aprovechar tecnología especial interés invertir sector innovador sostenible criptoactivo pretender crear incentivar filial suiza bbva lanzamiento new genuna inversión digital acceder depósitir inicial us buscar cliente colombia méxico perú chile argentina países regiónparar acceder new gen requerir edad residente país unión europea méxico colombia argentina perú chile ingresar mínimo us equivalente euros franco suizo cliente registrar formulario realizar llamado video identificación minuto comenzar operarcon new gen llegar tipo inversionista atraído sector potencial transformar futuro asegurar javier rubio director client solutions bbva suiza ofrecer multitud idea cliente invertir aquel interés acordar principio obstáculo barrera tarifa competitivo banco suiza garantía seguridad bbva añadepor alfonso gómez ceo bbva suiza asegura new gen permitir cliente invertir forma positivo consciente comprometido bbva considerar inversión actual definir futuro,0.286125,2,1,0.015625,0.0078125,1,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
comisión regulación comunicación crc expideír resolución impulsar proceso transición tecnológico modernización red telecomunicación país actualización marco regulatorio disponer colombia materia interconexión accesoesto ajust norma trasladar mejor beneficio usuario protección derechos recoger visión político público modernizar red país apoyar transición tecnológicatambién importante resaltar configuración facilitar interconexión llamado red g volte permitir conversación telefónico claro requeír establecimiento ahorrar bateríaesto beneficiar colombiano teléfonos móvil g funcionalidad comunicación volte poder tipo llamado usuario red móvil puesto día red sentido colombia pionerar nivel regional sentido establecer marco regulatorio respaldar interconexión tipo llamadás preciso mencionar junio tráfico voz país cursar llamado tipo observar crecimiento enero junio este medida regulatorio componente plan transición tecnología liderado ministra tic carmen ligia valderrama buscar avanzar efectivo modernización red móvil país permitir colombiano acceder tecnología móvil g recibir calidad menor precio facilitar acceso terminal móvil soportir tecnología avanzadasla medida adoptado surgir articulado ministerio tic línea plan transición tecnológico trazado gobierno nacional colombia tono evolución modernización red servicio adicionalmente contribuir forma efectivo mejorar bienestar colombiano tic destacar sergio martínez medina director ejecutivo crc,0.3857619047619048,5,0,0.0292397660818713,0.0,5,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
previsión bbva research aumento pib comunidad autónomo español mantener elevado recuperación turismo extranjero urbano previsto año impulsar medido crecimiento islas madrid barcelona asimismo reducción cuello botellar normalización comercio internacional ejecución fondo europeo next generation eu ngeu favorecer intenso recuperación norte centro peninsular fondo ngeu continuar impulsar crecimiento retorno normalidad españa europa traducir desaceleración economía regional comunidad excepto insular lograr recuperar nivel actividad precrisisel observatorio regional trimestrar bbva research mantener prácticamente previsión crecimiento comunidad autónomo excepto balear revisa alza punto porcentual sorpresa negativo crecimiento pib el comunidad norte crecido año debajo medio españa menor avance consumo asimismo cuello botellar afectar actividad industrial exportación ralentización inversión equipo condicionado actividad comunidad mostrado crecimiento históricamente elevado extremadurar menor crecimiento explicar medido ejecución lento previsto fondo ngeuentrar comunidad norte peninsular galicia cantabrio excepción dinamismo turismo nacional actividad industrial comunidad insular mediterráneo mostrado crecimiento medio apoyado aceleración consumo interno turismo nacional crecimiento madrid menor medida cataluña condicionado faltar recuperación turismo urbanoen inicio actividad españa comunidad autónomo ralentizado diverso factor oleado contagio producido variante ómicron impacto turismo consumo restricción servicio inferior oleada anterior posiblemente asociar menor letalidad varianteademás cuello botellar problema cadena producción particularmente bien afectar actividad industrial condicionar crecimiento comunidad centro norte peninsular asimismo encarecimiento precio energético materia primo incrementar coste producción precio exportación impacto negativamente comunidad peso exportación energéticar trimestre ahorro embalsado favorecer aceleración consumo actividad construcción residencial crecer apoyado retorno demanda extranjero aceleración venta fondo ngeu ahorro embalsado mejora rentaen escenario servicio estudios bbva mantener previsión crecimiento pib españa nivel regional previsión apuntar crecimiento continúe liderado canarias balear cataluña madrid favorecido recuperación turismo extranjero progresivamente urbanoen economía desacelerar progresivamente retorno normalidad comunidad sur oeste ver impulsado aceleración fondo europeo relevanciar sector público contrario ralentización demando europeo afectar medido comunidad norte valle ebro cataluña peso actividad exportador menor impulso turismo fuerte impacto crecimiento regional canarias balearesno obstante finalizar comunidad recuperado nivel pib prepandemia excepto balear canario fortísima caída intensidad crisis turístico nivel territorial año crecimiento balear canarias madrid murcia extremadura cataluña comunidad valenciano riojo situaría conjunto españa contrario andalucía crecer líneo promedio nacional previsión crecimiento inferior medio castillalar mancha aragón país vasco navarrar cantabrio asturia galicia castilla león el escenario recuperación previsto trimestre ver él afectado retraso ejecución fondo ngeu inversión asociado reparto fondo europeo esencial alcanzar recuperación inclusivapor elevado coste energía limito recuperación región norte españa suponer reto competitividadasimismo aumento inflación general subyacente suponer riesgo comunidad expuesto competitividad exterior aragón castilla león,0.2584871794871795,20,1,0.0503778337531486,0.0025188916876574,19,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
bbva presentado bbva spark propuesta integral servicio financiero acompañar compañía innovadora distinto fase crecimiento spark permitir compañía cubrir necesidad financiero lugar contar producto financiación sofisticado venture debt growth loans él bbva spark poner disposición modelo relación diferencial equipo especialista hablar idioma innovación bbva adelantado jornada clausura south summit preparar completo propuesta servicio financiero adaptado distinto momento crecimiento startups scaleups querer banco empresa alto crecimiento financiarl roberto albaladejo responsable banking for growth companies gran oportunidad ayudar él construir relación plazo bbva spark arranco andadura españa méxico objetivo impulsar innovación ayudar crecimiento empresa definir futuro propuesta innovadora basado tecnología estrategia llegar rápidamente mercado este compañía recurrir fundamentalmente financiación capital inversor privado medido encontrar él fase temprano faltar mercado financiación bancario desarrollado bbva ver enorme oportunidad acompañar compañía alto crecimiento resaltar david puente responsable global client solutions bbva presentación bbva spark él bbva desarrollado oferta integral adapto distinto etapa ciclo vida empresa fás inicial convertir él corporación combín experiencia usuario único contar red banquero asesor especializado completamente dedicado segmento querer banco universal compañía alto crecimiento objetivo claro generar relación plazo client subrayar roberto albaladejo responsable bbva spark modo empresa depender etapa encontrar acceder oferta producto empresa bbva nómina pago tarjeta seguro etc financiación específico necesitar gracias modelo riesgo adaptado realidad client permitir visión prospectivo negocio concreto bbva spark sumar oferta financiero modelo venturar debt habitual mercado innovación silicon valley permitir compañía acceder financiación bancario reducir dilución participación accionarial producir ronda financiación privado poner servicio cliente capacidad producto bbva innovación santiago muguruzar responsable inversión capital riesgo bbva spark resaltado evento bventure importante papel jugar empresa disruptiva rápido crecimiento desarrollo tecnología necesario afrontar reto futuro tener modelo negocio diferencial ambicioso equipo primerísimo nivel necesitar apoyo inversión subrayar muguruza cita asistir startups inversor corporación oferto bbva spark extender compañía tecnológico fase avanzado financiación producto growth loans permitir compañía acometer proyecto inversión entrar mercado u operación corporativo asesoramiento operación ma preparación salido bolso apoyar él capacidad banco inversión bbva en bbva spark poner servicio cliente capacidad producto bbva permitir atenderl fás temprano convertir corporación par atendido equipo bbva corporate and investment banking reflexionar responsable global tipo operación financiación asesoramiento prestar equipo especializado acompañar empresa momento clave desarrollo combinación servicio financiero asesoramiento inversión fondo venturar capital conexión ecosistemo innovación gracias organización bbva spark gestionar actividad bbva largo trayectoria fintech hubs innovación américo latino dibujar panorama emprendimiento ebullición desigualmente distribuido capital brasil acumula número creciente unicornio lima hacer él hueco sector fintech ecommerce liderar innovación apoyo creciente inversor latinoamérico pís fuerza escenario internacional bbva spark incluir área decidir estrategia inversión fondo capital riesgo inversión incluir propel sinovation ventur realizado leadwind lowercarbon fifth wall sobre base incrementar inversión fondo apoyar empresa futuro vertical clave compañía tecnológico innovadora alto crecimiento fintech activo digital descarbonización david puente además bbva spark integrar actividad opir innovation impulsar ecosistema innovación colaboración startups banco unidad nacer objetivo crecer consolidar él banco referenciar apoyar crecimiento empresa definir futuro cliente registrar él digitalmente página web disposición red bbva meses bbva spark extender resto país bbva presencia,0.2643684210526316,12,0,0.0244399185336048,0.0,12,0,0,0,0,0.0,0.0,0.0,0.0,1,Negativa
prolongación vida laboral mejorar sostenibilidad bienestar sistema público pensión externalidad positivo productividad trabajador joven favorecer funcionamiento cognitivo principal conclusión informir bbva research prolongar vida laboral por qué dónde estar cómo hacer él analizar evolución tasa mayor año explicar medida éxito impulsar empleabilidad colectivo tasar actividad población español año incrementado punto mediado décado pasar dato desdeñable lejos tasa país suecia estonia zelanda japón diferencia ir acortar comisión europea estimar que política adecuado participación laboral población español año continuar aumentar alcanzar año diversidad fundación transformar españa colaboración bbva entregado premio añadido reconocer talento sénior españa dividido categoría galardón distinguir labor profesional mayor año campo añadido nación educación emprés cultura artes salud investigación concordia faltar incentivo prolongar vida laboral provocado españa situar economía ocde menor tasa actividad población entre año población español grupo edad ocupado frente promedio ocde japón corea línea país austria francia bélgica eslovenia diferenciar promedio ocde aumentado década escaso participación mercado laboral trabajador mayor españa limitar contribución sociedad economía hecho españa ocupar puesto ue índice envejecimiento activo dimensión empleo estudio bbva research incremento longevidad retraso entrado mercado laboral dificultar sostenibilidad sistema pensión número persona edad pensionista disminuido seguir alcanzar ocde formar prolongar vida laboral fuerza mejorarir sostenibilidad bienestar sistema público pensión además análisis concluir que nivel agregado mayor joven complementario incrementar vida laboral capital humano beneficioso productividad trabajador joven último autor informir destacado beneficio funcionamiento cognitivo persona retrasar edad jubilación vistos beneficio alargar vida laboral español informir centrar atención identificar medida permitir implantación lugar recomendable incentivar trabajador edad avanzado dilatir vida activo facilitar posibilidad compatibilizar pensión lugar bienvenido eliminación obstáculo entorpecer retención contratación trabajador edad avanzado favorecer diversidad generacional empresa modelo flexible facilitar conciliación lograr él aconsejable mejorar empleabilidad grupo edad prevenir obsolescencia impulsar adquisición competencia formación permanente permitir trabajador incrementar productividad prolongar carrera laboral sentido país alemania incentivar empresario invertir formación empleado edad avanzado bonificación australiir país bajo corea contar programa orientación laboral formativo personalizado empleado año,0.3271020408163265,3,0,0.0094936708860759,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
escenario condición externo favorable bbva research revisado bajo previsión crecimiento economía peruano caso segundoar mejora sensible indicador sanitario país pib venir perder impulso contexto debilidad confianza empresarial conflictividad social mayor presión inflacionaria vinculado factor externo conflicto rusia ucraniala proyección consistente estimación producto potencial crecer ritmo mediano plazo brecho producto negativo cerrar economista jefe bbva research perú hugo pereala inversión privado contraer año línea cautela desarrollo proyecto empresarial retroceso inversión minerair político fiscal informe situación perú bbva research asumir proceso consolidación gradual trayectoria previsto déficit fiscal deuda público bruto porcentaje pib mantener relativamente inalterado año torno nivel equivalente pib bbva research prever seguir escalar aproximar él uno proceso consolidación fiscal creíble permitir estabilizar deuda gobierno nivel manejabl tamaño economío peruano mercado bono soberano ayudar compensar impacto negativo permanente ruido político valoración crediticia deudo público preservar calificación crediticia año sostener economista jefe bbva research perúsi moneda local tendido apreciar él año bbva research estimar siguiente mes presión depreciación sol aumentar contexto reserva federal ir normalizar posición monetario localmente déficit corriente balanzar pago ubicar torno nivel equivalente pibir contexto estimar cotización local dólar cerrar sol usd hacer soles usd sostener pereala inflación registrar sostenido tendencia alcista junio mayor precio alimento energío apreciación moneda local escenario base bbva research calcular cotización internacional alimento combustibl elevado conflicto rusia ucraniaen contexto expectativa inflacionaria seguramente seguir alto retroalimentar presión precio escenario base inflación alto economista jefe bbva research perúindicador económicosel equipo estudio económico bbva research estimado economía peruano crecer resultado ola contagio impacto relativamente acotado actividad económico medida aislamiento leve avance vacunación permitir aforo normalicir corto plazoel banco central seguido mes aumentar tasa político ritmo pb mes tasa ubico bbva research prever ajuste seguir mes tasa político alcanzar nivel tercer trimestre ser nivel alto anticipar escenario base enero presión inflacionaria mayor persistente perea,0.1720645161290322,4,2,0.0136054421768707,0.0068027210884353,2,0,0,0,0,0.0,0.0,0.0,0.0,0,Positiva
